gene_name	mean_length	median_length	max_length
AC079080.1	822.0	822.0	822
RN7SL28P	298.0	298.0	298
MYL12BP2	512.0	512.0	512
LINC02363	1030.0	726.0	2153
LINC02362	1296.923076923077	1208.0	2044
IRF2	747.7777777777778	586.0	2257
AC099343.2	84.0	84.0	84
AC099343.3	686.0	686.0	686
AC099343.4	2503.0	2503.0	2503
AC099343.5	1151.0	1151.0	1151
LINC02427	2530.5	2530.5	4320
AC099343.1	609.0	609.0	609
LINC02365	627.3333333333334	607.0	802
CASP3	1666.5	1752.0	2645
PRIMPOL	1308.6363636363637	1138.0	2174
CENPU	1117.3333333333333	705.5	2494
ACSL1	2700.4166666666665	2568.0	4103
AC084871.1	565.5	565.5	751
AC084871.2	628.0	628.0	628
AC084871.4	1136.0	1213.0	1385
MIR3945HG	706.2	596.0	1031
MIR3945	98.0	98.0	98
LINC01093	1445.090909090909	1546.0	2729
AC084871.3	464.0	464.0	464
MIR4455	58.0	58.0	58
AC112243.1	3851.0	3851.0	3851
LINC02437	911.0	911.0	911
HELT	948.5	927.0	1099
LINC02436	1167.3650793650793	1138.0	2345
AC093824.1	343.0	343.0	343
AC093824.2	700.0	700.0	700
SLC25A4	3040.5	3040.5	4415
CFAP97	1883.5	1139.5	4851
SNX25	2314.125	2544.0	3766
LRP2BP	2799.75	2678.5	5157
AC112722.1	587.0	587.0	587
ANKRD37	778.1666666666666	658.5	1444
UFSP2	1136.888888888889	678.0	2361
AC106897.1	114.0	114.0	114
C4orf47	866.25	808.5	1134
CCDC110	1499.3	788.5	3044
AC106897.2	1720.75	1846.0	2797
PDLIM3	1551.4285714285713	1062.0	5137
SORBS2	1238.3384615384616	594.0	5996
AC093797.1	1789.0	1789.0	1789
AC108472.1	618.0	618.0	618
AC104805.1	95.0	95.0	95
AC104805.2	120.0	120.0	120
AC096659.1	549.0	549.0	549
RNU4-64P	131.0	131.0	131
TLR3	2610.2	2310.0	6015
FAM149A	1353.6666666666667	1091.5	2997
AC104070.1	135.0	135.0	135
RPSAP70	864.0	864.0	864
ORAOV1P1	395.0	395.0	395
AC110771.1	2459.0	2459.0	2459
CYP4V2	4498.25	4142.5	8646
KLKB1	1534.5714285714287	2058.0	2317
F11	1259.142857142857	717.0	3053
F11-AS1	855.6	757.0	1512
AC109517.1	1863.0	1863.0	1863
SLC25A5P6	886.0	886.0	886
AC018709.1	700.0	700.0	700
RNU6-1055P	107.0	107.0	107
MTNR1A	1289.0	1289.0	1289
FAT1	3195.6666666666665	683.0	14776
AC107050.1	1179.0	1179.0	1179
AC108865.1	496.0	496.0	496
AC108865.2	432.0	432.0	432
MRPS36P2	299.0	299.0	299
AC110772.1	670.0	670.0	670
AC110772.2	685.0	646.0	1122
AC108046.1	642.0	642.0	642
LINC02374	660.5	660.5	743
AC097652.1	2114.0	2114.0	2114
LINC02514	498.0	498.0	498
LINC02515	1257.0	1257.0	1257
AC093763.2	1223.0	1223.0	1223
AC093763.1	699.0	699.0	699
LINC02492	1086.95	1119.0	1619
AC097521.1	1098.5714285714287	1145.5	1733
ADAM20P3	2106.0	2106.0	2106
AC108073.3	4146.0	4146.0	4146
AC108073.1	674.0	674.0	674
ZFP42	2488.3333333333335	2480.0	2647
TRIML2	1074.4285714285713	1242.0	1639
AC108073.2	357.0	357.0	357
RNU6-173P	104.0	104.0	104
TRIML1	1275.0	1238.0	1896
AC138781.1	505.0	505.0	505
LINC02434	996.0909090909091	1002.0	1278
AC093789.1	649.0	649.0	649
ICE2P1	1849.0	1849.0	1849
LINC01060	944.2380952380952	750.0	2435
AC093909.3	336.0	336.0	336
AC093909.5	1799.0	1799.0	1799
RNU7-192P	61.0	61.0	61
AC093909.1	1122.0	1122.0	1122
AC093909.6	775.0	775.0	775
AC093909.2	802.0	802.0	802
LINC02508	426.0	426.0	426
AC093909.4	1459.5	1459.5	1991
AC122138.1	646.0	646.0	646
AC107391.1	412.0	412.0	412
AC105924.1	339.0	339.0	339
HSP90AA4P	1741.5	1741.5	2228
LINC01262	879.0	879.0	879
AF250324.1	610.0	610.0	610
RNU1-51P	176.0	176.0	176
FRG1-DT	1383.75	1313.5	2763
LINC01596	592.0	592.0	592
FRG1	683.4285714285714	738.0	978
MLLT10P2	249.0	249.0	249
AF146191.1	889.0	889.0	889
TUBB7P	1305.0	1305.0	1305
RNA5SP174	118.0	118.0	118
RNA5SP175	119.0	119.0	119
DUX4L9	1259.0	1259.0	1259
FRG2	2092.0	2092.0	2100
RARRES2P4	484.0	484.0	484
AGGF1P1	2073.0	2073.0	2073
CLUHP4	1343.0	1343.0	1343
DBET	3363.0	3363.0	3363
U85056.1	682.0	682.0	682
DUX4L8	1275.0	1275.0	1275
DUX4L7	1275.0	1275.0	1275
DUX4L6	1275.0	1275.0	1275
DUX4L5	1275.0	1275.0	1275
DUX4L4	1269.0	1269.0	1269
DUX4L1	1275.0	1275.0	1275
DUX4L3	1275.0	1275.0	1275
DUX4L2	1275.0	1275.0	1275
DUX4	984.5	1021.5	1710
RPL23AP84	464.0	464.0	464
AC215524.1	241.0	241.0	241
AC113430.1	718.0	718.0	718
PLEKHG4B	6913.0	6840.0	12612
AC010443.1	111.0	111.0	111
LRRC14B	2570.0	2570.0	2570
AC021087.4	564.0	564.0	564
CCDC127	4929.5	4929.5	9283
AC021087.3	2881.0	2881.0	2881
SDHA	1407.2	1182.5	3001
AC021087.5	3665.0	3665.0	3665
AC021087.1	522.0	522.0	522
PDCD6	1388.1538461538462	1073.0	3763
AHRR	1427.6153846153845	576.0	5661
AC021087.2	1203.0	1203.0	1203
AC010442.2	816.0	816.0	816
AC010442.3	407.0	407.0	407
EXOC3-AS1	1638.5	1638.5	1663
EXOC3	2134.2	1136.5	5748
AC010442.1	972.0	730.0	1876
SLC9A3	3455.5	3840.0	5555
SLC9A3-AS1	1031.0	859.0	2762
AC106772.2	814.0	814.0	1186
MIR4456	43.0	43.0	43
AC106772.1	591.0	591.0	591
CEP72	1095.0	776.5	2366
TPPP	5979.0	5979.0	5979
AC026740.1	791.0	791.0	791
ZDHHC11B	1187.8333333333333	678.0	2738
AC026740.3	1208.5	1208.5	1301
BRD9P2	239.0	239.0	239
AC026740.2	109.0	109.0	109
ZDHHC11	1209.2727272727273	514.0	3923
SPCS2P3	656.0	656.0	656
BRD9	1662.6842105263158	1139.0	4865
TRIP13	874.5714285714286	571.0	2431
AC122719.3	2899.0	2899.0	2899
AC122719.1	559.0	559.0	559
AC122719.2	420.0	420.0	420
AC116351.1	3482.0	3482.0	3482
AC116351.2	1585.0	1585.0	1585
NKD2	1309.0	1060.0	2182
SLC12A7	1865.8333333333333	873.0	5300
MIR4635	79.0	79.0	79
AC114291.1	1159.0	1023.0	1757
SLC6A19	4252.5	4252.5	5168
SLC6A18	1277.0	1277.0	2095
AC114291.2	1019.0	1019.0	1019
TERT	2693.0	2992.0	5289
MIR4457	68.0	68.0	68
CLPTM1L	1042.625	629.5	3540
AC026748.3	3302.0	3302.0	3302
LINC01511	1509.4285714285713	1616.0	2076
MTCO2P32	403.0	403.0	403
AC026748.1	3251.0	3251.0	3251
SLC6A3	1816.0	950.0	3942
LPCAT1	2328.1666666666665	1725.0	5610
MIR6075	95.0	95.0	95
AC091849.2	692.0	692.0	692
SDHAP3	1349.6666666666667	736.0	2585
AC026412.3	1661.0	1661.0	1661
AC091849.1	121.0	121.0	121
AC026412.1	1297.4285714285713	1130.0	2338
AC026412.2	1075.0	1075.0	1075
AC026412.4	1365.3333333333333	1220.0	1921
MIR4277	84.0	84.0	84
AC112176.1	3024.0	3024.0	3024
MRPL36	654.0	609.0	793
NDUFS6	630.6666666666666	550.0	1082
AC025183.2	428.0	428.0	428
LINC02116	493.0	493.0	493
AC025183.3	1482.0	1482.0	1482
IRX4	1907.875	2392.5	2538
IRX4-AS1	425.0	425.0	425
AC025183.1	1635.0	1635.0	1635
AC126768.3	509.0	509.0	509
AC124852.1	1808.642857142857	1338.0	4632
AC126768.1	850.0	850.0	850
AC126768.2	560.0	560.0	560
AC138982.1	111.0	111.0	111
AC092266.1	165.0	165.0	165
LSINCT5	2647.0	2647.0	2647
AC091891.1	688.0	688.0	688
IRX2	2854.5	2854.5	3079
C5orf38	630.6	480.0	1441
AC116359.1	1099.0	1099.0	1099
AC094105.1	560.0	560.0	560
AC094105.2	1451.0	1311.0	1850
AC091832.1	875.5	875.5	1102
LINC01019	2490.0	2490.0	3199
LINC02162	574.0	574.0	574
LINC01017	768.0	768.0	768
IRX1	2080.0	2080.0	2080
AC016595.1	383.0	383.0	383
AC025773.1	559.0	559.0	559
AC025187.1	686.0	686.0	686
LINC02063	1397.0	1397.0	1599
AC106799.3	3300.0	3300.0	3300
AC106799.2	930.6666666666666	861.0	1888
AC106799.1	1676.0	1676.0	1676
AC010634.1	540.0	540.0	540
LINC02114	801.0	801.0	801
AC026719.1	456.0	456.0	456
AC026415.1	471.0	471.0	471
AC010451.3	444.0	444.0	444
AC010451.1	618.5	618.5	681
LINC01020	1064.9375	857.0	2328
AC010451.2	438.5	438.5	545
LINC02121	432.0	432.0	432
RN7SKP73	292.0	292.0	292
AC022424.1	2848.25	1955.5	5854
ADAMTS16	2768.75	2954.5	4979
AC022424.2	454.0	454.0	454
ALG3P1	1114.0	1114.0	1114
AC091978.1	1912.0	1912.0	1912
MTCO1P30	580.0	580.0	580
MTCO2P30	364.0	364.0	364
MTCO1P31	492.0	492.0	492
ICE1	3205.6666666666665	1074.0	7930
AC026736.1	899.0	899.0	899
AC010266.2	3255.0	3255.0	3255
AC010266.1	442.0	442.0	442
AC026797.1	2869.0	2869.0	2869
HMGB3P3	400.0	400.0	400
LINC02145	1488.5	1488.5	2419
MED10	891.3333333333334	925.0	1101
AC093307.1	2408.0	2408.0	2408
UBE2QL1	5895.0	5895.0	5895
AC027334.1	310.0	310.0	310
LINC01018	2529.409090909091	2601.0	3951
NSUN2	1783.6666666666667	1290.0	3558
SRD5A1	2794.25	1740.0	7035
LINC02102	1704.5	1536.5	3364
TENT4A	1620.142857142857	741.0	5030
LINC02236	850.5	892.0	1199
AC122710.2	541.0	541.0	541
MIR4278	69.0	69.0	69
LINC02196	1605.3333333333333	1995.0	1997
RN7SKP79	336.0	336.0	336
AC122710.1	1287.5	1287.5	2022
RNA5SP176	110.0	110.0	110
AC025756.1	2296.0	2296.0	2296
AC091889.1	1661.0	1661.0	1661
AC091951.2	238.0	238.0	238
AC091951.5	536.0	536.0	536
AC091951.3	246.0	246.0	246
AC091951.4	683.5	596.0	1339
AC091951.1	2465.0	2465.0	2465
AC027343.3	564.0	564.0	564
LINC02123	1161.5	1161.5	1438
AC027343.1	407.0	407.0	407
AC027343.2	343.0	343.0	343
LINC02142	957.6666666666666	1107.0	1189
ADCY2	2677.125	679.5	9908
AC093305.1	522.0	522.0	522
C5orf49	1524.0	1524.0	2028
MTRR	1043.44	567.0	3274
FASTKD3	1199.875	818.0	2431
AC025174.1	295.0	295.0	295
RNU1-76P	159.0	159.0	159
AC116361.1	1030.0	1030.0	1030
AC091941.1	576.0	576.0	576
AC091912.2	167.0	167.0	167
AC091912.1	248.0	248.0	248
AC091912.3	3087.0	3087.0	3087
LINC02226	1587.0	1587.0	1587
AC091965.1	418.5	418.5	440
AC091965.3	208.0	208.0	208
AC091965.4	587.0	587.0	587
MIR4458HG	1730.8333333333333	1528.5	3366
AC091965.2	613.0	613.0	613
AC091965.5	342.0	342.0	342
MIR4458	75.0	75.0	75
AC091953.1	774.5	849.5	1064
AC091953.3	160.0	160.0	160
AC091953.5	341.0	341.0	341
MTND6P2	524.0	524.0	524
MTCYBP37	1133.0	1133.0	1133
AC091953.2	296.0	296.0	296
AC091953.6	233.0	233.0	233
AC091953.4	236.0	236.0	236
AC091932.4	200.0	200.0	200
AC091932.2	291.0	291.0	291
AC091932.1	427.0	427.0	427
AC091932.3	323.0	323.0	323
LINC02199	2153.4	1008.0	5612
AC091895.1	256.0	256.0	256
AC021088.1	805.0	805.0	805
SEMA5A	4039.0	935.0	11755
MIR4636	80.0	80.0	80
AC091906.1	391.0	391.0	391
AC027335.2	375.0	375.0	375
SEMA5A-AS1	1679.0	1679.0	1679
AC027335.1	543.0	543.0	543
SNHG18	1025.6666666666667	842.0	1799
SNORD123	70.0	70.0	70
AC026787.1	420.0	420.0	420
TAS2R1	855.6666666666666	754.0	1359
LINC02112	707.1666666666666	446.5	1847
RNA5SP177	107.0	107.0	107
AC091838.1	876.0	876.0	876
LINC02221	790.75	815.5	1033
AC091905.2	306.0	306.0	306
AC091905.3	234.0	234.0	234
AC091905.1	311.0	311.0	311
AC091905.4	202.0	202.0	202
AC034229.1	943.0	943.0	943
AC034229.6	224.0	224.0	224
AC034229.5	185.0	185.0	185
AC034229.2	2508.0	2508.0	2508
AC034229.3	2436.0	2436.0	2436
AC034229.4	441.0	441.0	441
ATPSCKMT	1197.7142857142858	789.0	2651
AC012640.1	688.0	688.0	688
CCT5	1167.0666666666666	762.0	3293
AC012640.6	2550.0	2550.0	2550
AC012640.5	430.0	430.0	430
CMBL	1077.7142857142858	701.0	3893
AC012640.2	108.0	108.0	108
AC012640.3	110.0	110.0	110
AC012640.7	319.0	319.0	319
AC012640.4	901.0	901.0	901
MARCHF6	1890.2	703.0	9641
ROPN1L-AS1	189.0	189.0	189
ROPN1L	1022.0	1061.0	1291
MIR6131	109.0	109.0	109
LINC01513	483.0	483.0	483
RPL30P7	323.0	323.0	323
AC092336.1	415.0	415.0	415
LINC02212	1473.0	1473.0	2130
LINC02213	646.0	646.0	774
AC112200.2	1739.0	1739.0	1739
AC112200.1	234.0	234.0	234
ANKRD33B	5588.5	5588.5	9586
ANKRD33B-AS1	522.0	522.0	522
AC106760.1	800.0	800.0	800
AC106760.2	619.0	619.0	619
AC012629.4	259.0	259.0	259
AC012629.3	328.0	328.0	328
DAP	965.1666666666666	782.5	2339
AC012629.2	309.5	309.5	377
AC012629.1	342.0	342.0	342
CTNND2	1888.6470588235295	720.0	5888
RNU6-429P	108.0	108.0	108
RNU6-679P	106.0	106.0	106
AC106771.1	372.0	372.0	372
LINC01194	1213.6	1262.0	1844
AC106794.2	632.0	632.0	632
AC106794.1	792.0	792.0	792
LINC02220	270.0	270.0	270
AC016553.1	1342.0	1342.0	1342
RPS23P5	428.0	428.0	428
NENFP3	313.0	313.0	313
AC016546.1	463.0	463.0	463
DNAH5	4787.5	1420.5	15633
AC016576.1	3748.5	3748.5	3912
TRIO	2402.28	801.0	11460
AC016549.1	1753.0	1753.0	1753
OTULINL	2668.0	581.0	7040
AC010627.1	1294.0	1294.0	1294
CCT6P2	1593.0	1593.0	1593
EEF1A1P13	1389.0	1389.0	1389
AC010491.1	1321.0	638.0	2797
OTULIN	1852.6666666666667	673.5	7969
ANKH	1735.111111111111	697.0	8207
AC010491.2	4263.0	4263.0	4709
RBBP4P1	1276.0	1276.0	1276
MIR4637	84.0	84.0	84
AC016575.1	382.0	382.0	382
UQCRBP3	312.0	312.0	312
HNRNPKP5	253.0	253.0	253
SEPHS2P1	1162.0	1162.0	1162
AC016575.2	545.0	545.0	545
AC016651.1	135.0	135.0	135
LINC02149	888.6666666666666	822.0	1286
MARK2P5	634.0	634.0	634
AC114964.2	1557.0	1557.0	1557
AC114964.1	1111.0	1111.0	1111
FBXL7	3432.6666666666665	3960.0	4580
AC010638.1	563.3333333333334	623.0	707
MIR887	79.0	79.0	79
RNA5SP178	128.0	128.0	128
MARCHF11	936.6666666666666	584.0	1757
MARCH11-AS1	708.0	708.0	708
AC092335.1	2066.0	2066.0	2066
NACAP6	622.0	622.0	622
LINC02150	2120.0	2120.0	2120
AC020980.1	458.0	458.0	458
ZNF622	1707.0	1707.0	1707
RETREG1	1583.1666666666667	930.5	3268
AC024588.1	1784.0	1784.0	1894
AC022113.2	704.0	704.0	704
AC022113.1	92.0	92.0	92
MYO10	3414.75	1242.0	11456
RNA5SP179	121.0	121.0	121
RPS26P28	348.0	348.0	348
RNU6-660P	109.0	109.0	109
BASP1	1306.3333333333333	1711.0	1807
BASP1-AS1	2023.75	2064.0	2941
AC026790.2	430.0	430.0	430
AC026790.1	111.0	111.0	111
RNA5SP180	101.0	101.0	101
DCAF13P2	555.0	555.0	555
RNU6-1003P	105.0	105.0	105
AC026785.1	580.0	580.0	580
RN7SKP133	340.0	340.0	340
FTH1P10	740.0	740.0	930
AC026785.2	867.0	867.0	867
AC026785.3	785.0	785.0	1285
LINC02111	2312.0	2312.0	2312
LINC02217	1081.8235294117646	700.0	3512
LINC02218	876.0	876.0	1223
H3Y2	445.0	445.0	445
AC106774.1	169.0	169.0	169
TAF11L2	597.0	597.0	597
H3P17	321.0	321.0	321
H3P18	406.0	406.0	406
TAF11L3	597.0	597.0	597
TAF11L4	597.0	597.0	597
TAF11L5	597.0	597.0	597
TAF11L6	597.0	597.0	597
TAF11L7	597.0	597.0	597
AC233724.7	234.0	234.0	234
TAF11L8	597.0	597.0	597
TAF11L9	597.0	597.0	597
TAF11L10	597.0	597.0	597
AC233724.3	128.0	128.0	128
AC233724.6	253.0	253.0	253
TAF11L11	1201.0	1201.0	1201
TAF11L12	1088.0	1088.0	1088
H3P19	331.0	331.0	331
H3P20	407.0	407.0	407
H3P21	409.0	409.0	409
TAF11L13	597.0	597.0	597
TAF11L14	594.0	594.0	594
AC233724.4	267.0	267.0	267
AC233724.1	233.0	233.0	233
AC233724.5	598.0	598.0	598
AC233724.2	271.0	271.0	271
H3Y1	978.0	978.0	978
AC233724.8	236.0	236.0	236
H3P22	404.0	404.0	404
LINC02223	1401.0	1225.0	4660
RPL36AP21	376.5	376.5	430
AC091857.1	74.0	74.0	74
RN7SL58P	294.0	294.0	294
LINC02100	238.0	238.0	238
UBE2V1P12	474.0	474.0	474
AC025768.1	267.0	267.0	267
AC114981.1	678.0	678.0	678
AC114981.2	267.0	267.0	267
AC106744.1	660.0	660.0	660
AC106744.2	673.0	673.0	898
RPL32P14	378.0	378.0	378
HSPD1P15	1122.0	1122.0	1122
CDH18	1912.5	1897.0	4793
AC093303.1	295.0	295.0	295
AC094103.1	1404.0	1404.0	1404
CDH18-AS1	905.6666666666666	1029.0	1264
LINC02146	1009.8	890.0	1619
LINC02241	1360.3181818181818	1402.5	2017
AC138938.1	782.0	782.0	782
AC140168.1	808.0	808.0	936
AC140172.1	141.0	141.0	141
AC093274.1	3310.0	3310.0	5454
GUSBP1	1508.6666666666667	1158.5	4157
AC138951.1	2685.0	2685.0	2685
AC138951.2	1161.0	1161.0	1161
AC091946.2	291.0	291.0	291
AC091946.1	852.0	852.0	852
CDH12	2278.0	2503.5	4258
HSPD1P1	1726.0	1726.0	1726
AC139497.1	501.0	501.0	501
PMCHL1	883.5	678.0	1917
AC138854.1	1059.0	1059.0	1059
GCNT1P2	595.0	595.0	595
AC091938.1	1991.4	2437.0	2798
AC010445.1	440.0	440.0	440
AC010460.3	677.0	677.0	677
AC010460.1	108.0	108.0	108
AC010460.4	1579.0	1579.0	1579
AC010460.2	466.0	466.0	466
PRDM9	1928.6666666666667	1537.0	3691
AC109445.1	383.0	383.0	383
AC108103.1	446.0	446.0	446
C5orf17	1230.5	1230.5	1984
AC026784.3	107.0	107.0	107
AC026784.2	352.0	352.0	352
AC026784.1	102.0	102.0	102
AC114930.1	1290.3333333333333	1082.0	1931
AC010342.1	877.0	877.0	877
AC010387.1	487.0	487.0	487
AC010387.2	265.0	265.0	265
AC010387.3	478.0	478.0	478
CDH10	2247.25	2265.0	3438
AC091885.2	1791.0	1791.0	1791
AC091885.1	268.0	268.0	268
AC091893.2	2965.0	2965.0	2965
AC091893.1	399.0	399.0	399
AC106821.4	2539.0	2539.0	2539
BTG4P1	183.0	183.0	183
AC106821.2	68.0	68.0	68
LINC02239	2290.0	2290.0	2290
AC106821.3	572.0	572.0	572
AC106821.1	102.0	102.0	102
LINC02228	1406.2	1086.0	2788
LINC02211	1294.2	937.0	2816
AC099499.2	720.0	720.0	720
AC099499.1	558.0	558.0	558
AC106754.1	1513.0	1513.0	1513
AC106754.2	233.0	233.0	233
AC022140.1	524.0	565.0	638
AC022140.2	188.0	188.0	188
RNU6-374P	108.0	108.0	108
AC022418.1	445.0	445.0	445
MSNP1	1732.0	1732.0	1732
AC113370.1	1642.0	1642.0	2149
RNU4-43P	137.0	137.0	137
AC025475.1	487.0	487.0	487
AC025475.2	1003.0	1003.0	1003
AC113347.1	391.0	391.0	391
AC113347.2	279.0	279.0	279
AC113347.3	148.0	148.0	148
AC113347.4	685.0	685.0	685
CCNB3P1	1431.0	1431.0	1431
CDH9	1561.4	1801.0	3082
RNU6-738P	106.0	106.0	106
PURPL	1131.0	1083.0	1868
AC113355.1	749.0	749.0	749
AC093300.1	1201.0	1201.0	1201
LINC02103	782.3333333333334	734.0	1090
AC008825.1	889.0	1015.0	1114
AC109472.1	967.0	967.0	967
RNU6-909P	107.0	107.0	107
AC008825.2	718.0	718.0	718
LINC02109	1073.642857142857	1118.0	1785
AC010385.2	490.0	490.0	490
LSP1P3	208.0	208.0	208
AC010385.1	256.0	256.0	256
AC010385.3	162.0	162.0	162
SUCLG2P4	1027.0	1027.0	1027
AC024589.2	115.0	115.0	115
AC024589.1	263.0	263.0	263
AC024589.3	1294.0	1294.0	1294
AC112172.2	1039.0	1039.0	1039
LINC02064	882.3214285714286	874.0	1462
AC027345.1	500.0	500.0	500
UBL5P1	193.0	193.0	193
AC108082.1	331.0	331.0	331
AC010374.2	535.0	535.0	535
AC010374.1	1237.0	1237.0	1237
RN7SKP207	303.0	303.0	303
AC018765.1	3446.0	3446.0	3446
HPRT1P2	544.0	544.0	544
AC114300.1	280.0	280.0	280
AC099517.1	2032.0	2032.0	2032
AC026433.1	1235.0	1235.0	1235
RPL19P11	589.0	589.0	589
AC026421.1	163.0	163.0	163
AC113386.1	381.0	381.0	381
CDH6	3222.8	2569.0	8540
DUX4L51	1109.0	1109.0	1109
DROSHA	1469.4761904761904	585.0	5305
AC106802.1	105.0	105.0	105
C5orf22	1426.5	862.0	3572
AC022417.1	1303.0	1303.0	1303
RNU6-363P	105.0	105.0	105
PDZD2	2232.1666666666665	652.5	11984
AC022447.2	543.0	543.0	543
AC022447.4	364.0	364.0	364
AC022447.5	392.0	392.0	392
AC022447.3	495.0	495.0	495
AC022447.1	464.0	464.0	464
AC022447.7	435.0	435.0	435
AC022447.6	438.0	438.0	438
RNU6-358P	75.0	75.0	75
AC010469.1	576.0	576.0	576
RNU6-760P	97.0	97.0	97
AC010469.2	480.0	480.0	480
RPL5P14	878.0	878.0	878
TPT1P5	521.0	521.0	521
AC025458.1	166.0	166.0	166
MIR4279	58.0	58.0	58
AC025178.2	834.0	834.0	834
GOLPH3	1472.3333333333333	1074.0	2678
AC025178.1	97.0	97.0	97
AC025181.2	802.0	802.0	802
AC025181.1	416.0	416.0	416
MTMR12	2075.5714285714284	671.0	5116
RNU6-1079P	110.0	110.0	110
RNU6-378P	107.0	107.0	107
ZFR	2058.8571428571427	1551.0	4717
MIR579	98.0	98.0	98
AC074134.1	1108.0	1108.0	1108
SUB1	1205.923076923077	636.0	4273
LINC02061	335.0	335.0	335
AC008766.1	2056.0	2056.0	2056
NPR3	3015.0	1753.0	7457
AC025459.1	156.0	156.0	156
AC010343.3	962.8	870.0	1636
LINC02120	1259.0	1259.0	2008
AC034223.1	915.3333333333334	960.0	1187
AC034223.2	425.0	425.0	425
AC010343.2	224.0	224.0	224
AC010343.1	629.0	629.0	629
LINC02160	1149.3333333333333	1351.0	1580
AC025472.1	1600.0	1600.0	1600
AC034231.1	537.0	537.0	537
TARS1	1380.0625	757.5	4314
AC034232.1	1064.0	1064.0	1064
AC034232.2	917.0	917.0	917
ADAMTS12	3072.6666666666665	1873.0	8572
RNU6-923P	107.0	107.0	107
RXFP3	2533.0	2533.0	2533
SLC45A2	1394.0	1040.0	2723
AC139783.2	1145.0	1145.0	1145
AMACR	1898.888888888889	1598.0	4108
C1QTNF3-AMACR	3424.0	3424.0	3424
AC139783.1	681.0	681.0	681
C1QTNF3	1468.0	1474.5	2802
AC139792.2	587.0	587.0	587
AC139792.3	224.0	224.0	224
AC139792.1	647.0	647.0	647
AC138409.2	1852.5	975.5	5001
AC138409.1	3598.0	3598.0	3598
AC138409.3	2775.0	2775.0	2775
AC138853.1	823.0	823.0	823
AC025754.2	432.0	432.0	432
RAI14	1272.607142857143	572.0	5064
AC025754.1	407.0	407.0	407
AC026801.2	1565.0	1565.0	1565
TTC23L	1173.7777777777778	977.0	3410
AC026801.1	425.0	425.0	425
RPL21P54	464.0	464.0	464
RAD1	1564.125	1240.5	4512
BRIX1	1614.2	1591.0	2380
DNAJC21	2646.090909090909	2338.0	6208
AGXT2	1613.0	1696.0	2219
PRLR	2217.5	1389.0	11581
AC010368.1	456.0	456.0	456
AC027347.1	214.0	214.0	214
SPEF2	2866.6875	1865.0	7350
RNU7-130P	62.0	62.0	62
AC137810.1	540.0	540.0	540
IL7R	1121.0	619.0	4584
AC112204.3	332.0	332.0	332
AC112204.1	103.0	103.0	103
CAPSL	852.0	966.0	1004
AC112204.2	374.0	374.0	374
UGT3A1	2605.5714285714284	1902.0	5002
UGT3A2	1371.4	1476.0	2342
AC016612.1	289.0	289.0	289
LMBRD2	2968.0	418.0	8116
MIR580	97.0	97.0	97
SKP2	1636.888888888889	1537.0	3715
RNU6-1305P	104.0	104.0	104
NADK2	1802.4545454545455	1233.0	4011
NADK2-AS1	720.0	720.0	720
RANBP3L	1871.5	1905.0	3104
AC114277.1	687.0	687.0	687
RNA5SP181	98.0	98.0	98
AC010631.1	156.0	156.0	156
SLC1A3	1456.875	575.0	4030
AC008957.2	396.0	396.0	396
AC008957.1	1176.25	1151.5	1924
AC008957.3	2242.0	2242.0	2242
AC026741.1	2237.0	2237.0	2237
NIPBL-DT	3062.3333333333335	2589.0	5337
NIPBL	4175.666666666667	2948.0	10425
KRT18P31	1292.0	1292.0	1292
RPS4XP6	797.0	797.0	797
CPLANE1	3403.875	646.5	11199
RBISP2	271.0	271.0	271
OFD1P17	3018.0	3018.0	3018
RN7SL37P	307.0	307.0	307
AC025449.2	1515.6666666666667	1075.0	3046
AC025449.1	529.0	529.0	529
NUP155	2613.75	1360.0	8068
RNU7-75P	62.0	62.0	62
AC117532.1	323.0	323.0	323
WDR70	1784.142857142857	759.0	5716
KCTD9P5	1170.0	1170.0	1170
RNU6-1190P	104.0	104.0	104
RNU6-484P	107.0	107.0	107
GDNF-AS1	2875.8333333333335	2800.5	5345
GDNF	1807.875	817.0	4171
LINC02117	540.0	540.0	540
AC008869.1	442.0	442.0	442
LINC02110	546.0	546.0	546
AC034226.1	487.0	487.0	487
LINC02119	1439.75	1399.5	2573
AC010338.1	717.0	717.0	717
EGFLAM	1828.7272727272727	1140.0	4720
EGFLAM-AS4	1579.0	1579.0	1579
EGFLAM-AS3	549.0	549.0	549
EGFLAM-AS2	764.0	539.0	1677
EGFLAM-AS1	331.0	331.0	331
AC091839.1	269.0	269.0	269
AC010457.1	397.5	397.5	458
LIFR	2973.3333333333335	757.0	10553
LIFR-AS1	2523.3571428571427	2773.5	3803
MIR3650	60.0	60.0	60
AC010425.1	554.0	554.0	554
OSMR-AS1	992.5714285714286	852.0	2120
AC091435.1	584.0	584.0	584
AC091435.2	565.0	565.0	565
OSMR	1809.2	766.0	5526
RICTOR	3258.9	1271.0	9533
AIG1P1	148.0	148.0	148
AC008964.1	1353.0	1353.0	1353
FYB1	1820.357142857143	749.5	4829
GOLGA5P1	980.0	980.0	980
C9	1187.25	709.5	2770
DAB2	1319.5294117647059	606.0	4537
LINC02104	626.0	626.0	650
CCDC11P1	1162.0	1162.0	1162
INTS6P1	2530.0	2530.0	2530
GCSHP1	484.0	484.0	484
LINC00603	651.5	651.5	733
